imdbId,Image width,Image height,Bits/pixel,Pixel format,Compression,Format version,MIME type,Endianness
82096,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2690718,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2584018,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1882164,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
482527,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2922724,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
16232,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
90564,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
63170,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
285265,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
73418,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2039339,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4434004,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
286261,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4908430,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2835958,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
241000,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
235841,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
98051,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
63121,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2332579,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
181833,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1592502,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
318850,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
118453,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
36891,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4216934,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2272350,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2391821,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
55253,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
92610,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
249326,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
120443,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
760311,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
233911,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
51866,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
84237,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2204371,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4590930,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
81027,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
95384,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1361566,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
491795,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
17075,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1230211,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4196450,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
235376,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
69687,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
108265,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
61520,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1489246,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
114462,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
48602,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1588170,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1885331,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1821427,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2737050,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1207926,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
109900,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1722515,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
24569,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
90727,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
326576,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
55059,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1230126,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1456941,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
422370,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
783515,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
120522,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4173494,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
986232,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1444252,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
799948,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
115976,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2962876,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1825974,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
292506,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1284575,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
33076,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1020072,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
97270,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3677412,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4221762,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1650393,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
166090,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3962210,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2979302,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
307987,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
31148,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1582248,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
102125,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
22251,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
62671,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
12364,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1464580,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
53848,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
765465,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
492619,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1038686,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3074610,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
61876,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
420917,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1763316,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
44331,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
76410,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
95409,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
27439,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1170402,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1323045,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1568911,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
110999,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1854364,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1542840,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
134178,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
349116,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3669520,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
791338,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
238066,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1517160,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2395427,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3397556,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
110527,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1615075,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
53746,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1157552,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
70463,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
337585,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2427892,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
226919,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
71198,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
106912,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1592265,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
111495,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
293416,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
118971,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1204773,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
202604,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
44926,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
102729,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
906108,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1904996,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1261041,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3625352,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
55805,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
62663,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
96094,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1811307,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
27138,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
62739,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3043542,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
36984,182 pixels,268 pixels,8,Grayscale,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
67249,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
114550,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1543807,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
118147,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
111342,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1818377,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
137427,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
100339,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
70511,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
81280,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3142688,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1104814,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
383222,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
202909,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
110308,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1702433,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
25227,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
419704,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1146325,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
323298,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
111157,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
338325,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
361693,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
490234,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
46451,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
73600,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
466816,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
15224,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
421229,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
77503,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
110889,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
49170,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
322008,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1249443,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
59592,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
52255,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2304933,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1778931,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
455400,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2112152,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3083008,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
266078,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3231054,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
93505,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1951261,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
28216,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1594972,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
15693,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
44078,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3493688,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
910572,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
67367,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
94675,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
44070,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
106290,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
807028,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
99691,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
257106,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1090674,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1129437,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
5439464,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
435437,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4263482,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
112570,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
64259,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
112281,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
77188,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
113451,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
436231,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
293624,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
109665,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
839856,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
59168,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
117331,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4364338,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
332706,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
4201844,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
498846,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
929753,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
59837,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2785032,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
425123,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
94847,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
402014,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
74256,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1737122,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
107289,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
96251,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
5239180,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2176228,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1139641,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
119558,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
443706,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
103243,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
913445,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
92744,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
309530,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
52589,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
163862,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
74200,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3442990,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
3300542,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
2113820,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
5004766,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
1337057,182 pixels,268 pixels,24,YCbCr,JPEG (Baseline),JFIF 1.01,image/jpeg,Big endian
