Poster,Emotions
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0Mzk2MTkxNV5BMl5BanBnXkFtZTcwOTE4MDYyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BZjg2OWJiYTYtY2UyNy00NTFlLTg2NGYtM2VhNjBjNWI0ZTY5XkEyXkFqcGdeQXVyMTk0NDExMTM@._V1_UY268_CR2,0,182,268_AL_.jpg",neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMzRmYzVjNGQtZjZlOS00ODBiLTg0ZDktMmRhMTIyYzYyNzJmXkEyXkFqcGdeQXVyMzMyMjAzNg@@._V1_UY268_CR3,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwNDM3MTQyOV5BMl5BanBnXkFtZTcwOTc4MDkxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BZDY2MGRmZDAtM2Q3Ni00ZTg1LWFkYWMtNTViODBjOGM0NTI4XkEyXkFqcGdeQXVyNDgxMDU4NTU@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BNTAzNTIyNDYzNV5BMl5BanBnXkFtZTgwNDg1NjYyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyMjgwNjkxOV5BMl5BanBnXkFtZTcwNDU2MzU1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral|neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxMDA4OTE0N15BMl5BanBnXkFtZTcwODI1NjAzMQ@@._V1_UY268_CR19,0,182,268_AL_.jpg",neutral|neutral|neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NzE1NjY2N15BMl5BanBnXkFtZTgwNTU5Mjk4MTE@._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BOGE0NDY1MzUtNjgyYS00MTE5LTkyMjgtMGQwNmVlMWU1ZmEzXkEyXkFqcGdeQXVyMTAyNTQ0MTk@._V1_UY268_CR3,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNTIzOTE2OF5BMl5BanBnXkFtZTYwMjE1OTc5._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNTI4NDM5N15BMl5BanBnXkFtZTcwNzMxMjYyNw@@._V1_UY268_CR91,0,182,268_AL_.jpg",neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BODE0MDE2MTg2M15BMl5BanBnXkFtZTcwNjE2NjgyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NTEwMTg5M15BMl5BanBnXkFtZTcwNzQ4NTgyMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BNWQ5MWY3YmQtMjk4NC00YTM2LTk2MmItNzgyYzdhMzZjY2U0XkEyXkFqcGdeQXVyNTYyNzQ2MjY@._V1_UY268_CR7,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MTA3MzI5NV5BMl5BanBnXkFtZTcwNTIxNDMzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMmNlMjBjYzgtYTQzMi00MDAzLWE4ZjgtYTIzMDBlODUwYmNlXkEyXkFqcGdeQXVyNDc4MDgzMzY@._V1_UY268_CR7,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BYmUyM2NlMGMtOTBjYS00ZDM5LTlmYzctMGY4YWM2NDhkYzkxXkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_UY268_CR3,0,182,268_AL_.jpg",happiness|happiness|neutral|happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxOTk4NDgwNzBeQTJeQWpwZ15BbWU4MDgzMjc1MTIx._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjNhY2I5ZjQtN2NlNC00ZDkwLTg2Y2QtM2NmYzY3NTIxMzdjXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UY268_CR8,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxNTI0OTUyMl5BMl5BanBnXkFtZTgwNDc2Mjk3MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BYzA3NGQ3NDMtNmU5NS00M2MwLWJmN2QtMWFhYzhkZmYzOTdmXkEyXkFqcGdeQXVyMzU4NjQ5Nzg@._V1_UY268_CR9,0,182,268_AL_.jpg",neutral|neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BOGFlNGI1OGQtMzA3Yy00YjE4LTgzMmQtZDE0MzdmM2VlNDcyXkEyXkFqcGdeQXVyMjg5MjUyNQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BNTUxOGY0MTMtOWNkZS00NThlLWIzZDktMWJmMjQ4N2IyNWY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BYWMxMDM1NTEtMWFlZi00YTY5LWJmZjItNGI0MTBmY2E1YmE4XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UX182_CR0,0,182,268_AL_.jpg",happiness|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NjEwMTE4MF5BMl5BanBnXkFtZTcwOTkxOTAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral|happiness|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMTE5NTI5MF5BMl5BanBnXkFtZTcwNTI5NDgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NjI1OTc3NV5BMl5BanBnXkFtZTgwNDM4MDEzNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",happiness|happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjM0OTkwMzQwMV5BMl5BanBnXkFtZTgwMzIyMDgwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNDI3MTIyMF5BMl5BanBnXkFtZTcwMzg5NDEzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzOTAyNTAwOV5BMl5BanBnXkFtZTcwMzQwMDgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BNTU0MzcwMjI0M15BMl5BanBnXkFtZTcwODAxNTUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4OTQ0MTExNV5BMl5BanBnXkFtZTcwMzQwMDY4Mw@@._V1_UY268_CR3,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNTQ5ODMxNl5BMl5BanBnXkFtZTcwOTQxNTUxMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzOTEwNzAyNTJeQTJeQWpwZ15BbWU4MDgyNzE2OTcx._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BN2EzMTkxZjktMjY4MS00ZGVjLTk0NDEtZWY1ZTY3NDQ1NDljXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral|neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MDUyMTg4NV5BMl5BanBnXkFtZTgwNzQxODg0MDE@._V1_UY268_CR4,0,182,268_AL_.jpg",neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BNTcyYTc5MzgtYWU4Ny00YmUyLTg5OWEtZTA4YTAzYzZhMDEyXkEyXkFqcGdeQXVyNTE0MDY4Mjk@._V1_UY268_CR9,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNzY4MDYyN15BMl5BanBnXkFtZTgwODExMjgwMTE@._V1_UY268_CR2,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNDc5NDkyMV5BMl5BanBnXkFtZTgwNzI2OTE4MzE@._V1._CR49,49,1273,1945_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMDM3NTE0MV5BMl5BanBnXkFtZTcwMzI0ODk1Mg@@._V1_UY268_CR3,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BNmZjMzM1MmUtNDZmYS00MTM0LWI5NWEtNTQ5ZjE0ZTBjNTg1XkEyXkFqcGdeQXVyNjcwNzI5MTM@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BNDA1OTczMjg3NF5BMl5BanBnXkFtZTcwNDA5MTkzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMDI0MDI3M15BMl5BanBnXkFtZTcwMTQ5NDQ3NA@@._V1_UY268_CR8,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1OTQxMzM4M15BMl5BanBnXkFtZTgwNDgxMjA2NTE@._V1_UY268_CR4,0,182,268_AL_.jpg",happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MTA3MzU4Nl5BMl5BanBnXkFtZTgwMTc4MzkwMzE@._V1_UY268_CR1,0,182,268_AL_.jpg",neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MDY3NTU4OV5BMl5BanBnXkFtZTcwNTc0NDUxNQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMzY2MzY0NDg1OF5BMl5BanBnXkFtZTcwMjkzNjg4Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral|happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BZDc3NzgwMjMtMWI0OS00ZDQ2LWI3NDAtNWQ3NWRhOTgxNWJkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY268_CR5,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1ODAzMjQ1OV5BMl5BanBnXkFtZTYwNDI0Mjg5._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BODRmYjFiYjYtZjZjNy00MTM2LWIxNTUtOTdlZjVkNDRmNjFmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR5,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NjIwMDE0N15BMl5BanBnXkFtZTcwNDIyMjA0MQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwMDM3MDkwM15BMl5BanBnXkFtZTcwNzYzMjQ4Nw@@._V1_UY268_CR3,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNjkyMzAzM15BMl5BanBnXkFtZTcwNzg5OTQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MzI4NTUyN15BMl5BanBnXkFtZTcwMzUxODYyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BZWFjYTUzN2ItMDI5MS00YWZjLThhNGQtNjk3NDVjMTZjNzBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0ODQ5Njc0N15BMl5BanBnXkFtZTcwMzM1ODIyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwNTgyNDMxMF5BMl5BanBnXkFtZTcwMjIwNzI3Mg@@._V1_UY268_CR7,0,182,268_AL_.jpg",neutral|neutral|neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NjU1Mjg5Nl5BMl5BanBnXkFtZTgwMDIwMTAyMTE@._V1_UY268_CR4,0,182,268_AL_.jpg",happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTk0NDY5M15BMl5BanBnXkFtZTcwNjIwNzc3Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BOWVkYTEwYTctMTQ0NS00MTVhLWEzZTYtMDBhMjA5NjZkNjY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BNjRlMDQyNDEtMTkxYS00Nzc5LWI1ZjMtYmE3ZmEwNDEzNjBlXkEyXkFqcGdeQXVyNjUzNTMxNDY@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral|happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyNjcwMjcyNV5BMl5BanBnXkFtZTcwNjQ1MjA0MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MzM3MjgxM15BMl5BanBnXkFtZTgwMjIyNTA4NTE@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MTYzMjg3NV5BMl5BanBnXkFtZTYwMzE5Mjg5._V1_UX182_CR0,0,182,268_AL_.jpg",neutral|happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ2NDUyMzU2NV5BMl5BanBnXkFtZTcwNTA2MTYyMg@@._V1_UY268_CR12,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMDY3NjQ1NGEtZWM5MS00ZmM1LWEwM2YtZmU0MzMxYTE4Njk2XkEyXkFqcGdeQXVyNTkzNjM5NzY@._V1_UY268_CR4,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNjY5OTkyOF5BMl5BanBnXkFtZTgwMjU2MzA2MDE@._V1_UY268_CR87,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MjQzMzQ1MV5BMl5BanBnXkFtZTgwNDEyODIyMTE@._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3OTI5NjUyOF5BMl5BanBnXkFtZTgwMTkyNTUzMDE@._V1_UY268_CR3,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMDAyNTQwNF5BMl5BanBnXkFtZTcwMDA1MjA0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MjQxNjkwMV5BMl5BanBnXkFtZTcwNjM0NzQyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",neutral|happiness|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5ODEyNDMzN15BMl5BanBnXkFtZTcwNjM2MDgwNw@@._V1_UY268_CR3,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzODIxMzg4M15BMl5BanBnXkFtZTgwNTYxOTk2MjE@._V1_UY268_CR1,0,182,268_AL_.jpg",happiness|happiness|neutral|neutral|neutral|happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMDMzNTE0MGEtYTg3YS00ZTgwLWI3YmItMDYyMzMzYjU4NTE4XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_UY268_CR9,0,182,268_AL_.jpg",happiness|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwOTAzMDc4MF5BMl5BanBnXkFtZTcwNjY5MzIzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMDkyNTJlZWUtMzg3My00N2VmLWFiMWQtZDEwMWMyOTc1N2RjXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BNWJhNDAxMDgtNTE2MS00NDQ2LWFjYmYtMWMzN2QwZTRmMmE2XkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_UY268_CR2,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MDgwMTE5MV5BMl5BanBnXkFtZTgwMDIzNDEwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BNTY5NWUzOGYtOTc1ZS00YTM5LWE5YjktMGU0ZjRmYjBjMTNjXkEyXkFqcGdeQXVyMTQzMjU1NjE@._V1_UY268_CR3,0,182,268_AL_.jpg",happiness|happiness|neutral|happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NDQ1MzAyN15BMl5BanBnXkFtZTYwNTQzNTk5._V1_UY268_CR4,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNDEwOTIyMF5BMl5BanBnXkFtZTcwMzI2ODc1Mg@@._V1_UY268_CR2,0,182,268_AL_.jpg",neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNTk5OTg1MV5BMl5BanBnXkFtZTcwNTk5MzM0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BZTQzNWExNjMtMDc0Ni00YTZiLTkwM2MtYjU4YjU3OTFmNzcyXkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_UY268_CR12,0,182,268_AL_.jpg",neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMGRlOWYyZjItMzMwZS00ZTA5LTliYWUtZWQxZTllOTQ1Y2VlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwYjEwMzEtZTZmMi00ZGFhLWJhZjItMDAzNDVkNjZmM2U5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL_.jpg",happiness|happiness|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyMDI5OTg1M15BMl5BanBnXkFtZTcwNDM3MzgxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3OTk0ODcyOV5BMl5BanBnXkFtZTcwMDA2MzY5Ng@@._V1_UY268_CR4,0,182,268_AL_.jpg",happiness|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BNzkwNDYxMjg1M15BMl5BanBnXkFtZTcwMjM3MzQ0OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3ODg4MTIzMTdeQTJeQWpwZ15BbWU3MDIyODE2MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwOTgwMjg0OV5BMl5BanBnXkFtZTcwNDc3MDMwMg@@._V1_UY268_CR4,0,182,268_AL_.jpg",happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjY4MDA3NTAtYjQ4OS00NTg2LWIzYWEtZWM0MjhiODc5Y2YyXkEyXkFqcGdeQXVyNjYyMTg5MDU@._V1_UY268_CR3,0,182,268_AL_.jpg",neutral|neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1ODYyODYyOV5BMl5BanBnXkFtZTcwNDM0MTA0MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NjI0NTY1NF5BMl5BanBnXkFtZTgwNzQ4NjI3MjE@._V1_UX182_CR0,0,182,268_AL_.jpg",happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BOTkzNjEzNzgtMmY2NS00MzQ5LTlkNzktM2FjMjY5YWZhNDFiXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ1OTRjYWYtZTZhYy00YTU5LWEwZjMtMThhYmM4YjA1NjI0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMzE4NDUzNl5BMl5BanBnXkFtZTcwOTE4MjkxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BNzg5MjE5NjE4OV5BMl5BanBnXkFtZTgwNTU0ODM0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MTA4MzU4Ml5BMl5BanBnXkFtZTgwNjUxNjczODE@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0OTcyOTY3NV5BMl5BanBnXkFtZTgwNjEwNjAzMTE@._V1_UY268_CR9,0,182,268_AL_.jpg",happiness|neutral|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyNzI1ODA3OF5BMl5BanBnXkFtZTgwMTI5OTczMzE@._V1._CR54,54,1274,1940_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzAxNzIyNl5BMl5BanBnXkFtZTcwNTA2NjI4Ng@@._V1_UY268_CR0,0,182,268_AL_.jpg",happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BYzZiMGEzZWMtZjVhNy00MmJkLWE2MWItZTk1MjBhYWQ5MzNiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY268_CR5,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMDUxOTY0NV5BMl5BanBnXkFtZTgwMjk3NTU4OTE@._V1_UY268_CR9,0,182,268_AL_.jpg",happiness|happiness|happiness|happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwMzMzNDc3MDNeQTJeQWpwZ15BbWU4MDg4Mzg5MjIx._V1_UY268_CR43,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMzE1MjA1Nl5BMl5BanBnXkFtZTcwMTc1Mzg3Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3MTEzNjgxM15BMl5BanBnXkFtZTcwMTQyNTA5Ng@@._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxODUzNzI5OF5BMl5BanBnXkFtZTgwMzg1MDM5MTE@._V1._CR28.883331298828125,21.533340454101562,331,457_UY268_CR6,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MzIyNzU1Nl5BMl5BanBnXkFtZTcwNjM5NjEzNw@@._V1_UY268_CR2,0,182,268_AL_.jpg",neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMDgzMzI0M15BMl5BanBnXkFtZTcwNjU2MDU1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwOTg3MTM3MF5BMl5BanBnXkFtZTgwNzk1NDgyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",happiness|happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BNDgwNTU1ZmUtN2E0Yi00NDljLTliYWItMjIzZWNlODNhOWIzXkEyXkFqcGdeQXVyMTAxMDQ0ODk@._V1_UY268_CR4,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4ODc3MDQ0NV5BMl5BanBnXkFtZTcwMjI3NTkyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",happiness|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMDA0ZmIzMTctNDE5Mi00M2UzLTk3YjgtZDJkNzk3NWMxMGYxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY268_CR2,0,182,268_AL_.jpg",neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMTgzMTAyNl5BMl5BanBnXkFtZTcwNTUzMzMzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2MTk2MzkxNF5BMl5BanBnXkFtZTYwNjg0NTk5._V1_UX182_CR0,0,182,268_AL_.jpg",happiness
"https://images-na.ssl-images-amazon.com/images/M/MV5BYzMzNjIxYzEtZDE3NC00OWQ5LTlhMzUtYWM1NjE4YWJjYmIzXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UY268_CR1,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjY4OTM2OF5BMl5BanBnXkFtZTcwMDQwNzExOQ@@._V1_UY268_CR43,0,182,268_AL_.jpg",neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMzNiYjliMTQtNDFlMi00NzhjLThhYWYtZDgzOWJiYjdiZDk5XkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BOTViYzJlZWQtNjM3OC00OTBhLWJlZjgtMzBlZWFhZDU3MTFkXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UY268_CR5,0,182,268_AL_.jpg",happiness|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BMmJhZTNhMWItN2Q1ZC00NDUyLTk4YTEtNzk0NjkwZjYwNjVhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",
"https://images-na.ssl-images-amazon.com/images/M/MV5BZDE1ZmQ2MDAtZDNkZi00ZjhlLWJlNzAtYjMzMjMzZmJhMzBkXkEyXkFqcGdeQXVyMDM1MzIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",happiness|neutral|neutral
"https://images-na.ssl-images-amazon.com/images/M/MV5BOGZmMDM1NTQtMzc0Yi00ODRiLWJjYjQtMGRmYWRlOTY2ODMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",
